Date,Open,High,Low,Close,Adj Close,Volume
1997-08-11,14.490000,14.490000,14.490000,14.490000,9.135948,0
1997-08-12,14.320000,14.320000,14.320000,14.320000,9.028764,0
1997-08-13,14.260000,14.260000,14.260000,14.260000,8.990932,0
1997-08-14,14.300000,14.300000,14.300000,14.300000,9.016155,0
1997-08-15,13.930000,13.930000,13.930000,13.930000,8.782868,0
1997-08-18,14.110000,14.110000,14.110000,14.110000,8.896358,0
1997-08-19,14.320000,14.320000,14.320000,14.320000,9.028764,0
1997-08-20,14.530000,14.530000,14.530000,14.530000,9.161170,0
1997-08-21,14.310000,14.310000,14.310000,14.310000,9.022457,0
1997-08-22,14.290000,14.290000,14.290000,14.290000,9.009849,0
1997-08-25,14.230000,14.230000,14.230000,14.230000,8.972019,0
1997-08-26,14.120000,14.120000,14.120000,14.120000,8.902665,0
1997-08-27,14.130000,14.130000,14.130000,14.130000,8.908969,0
1997-08-28,13.980000,13.980000,13.980000,13.980000,8.814393,0
1997-08-29,13.920000,13.920000,13.920000,13.920000,8.776565,0
1997-09-02,14.350000,14.350000,14.350000,14.350000,9.047678,0
1997-09-03,14.360000,14.360000,14.360000,14.360000,9.053985,0
1997-09-04,14.410000,14.410000,14.410000,14.410000,9.085507,0
1997-09-05,14.380000,14.380000,14.380000,14.380000,9.066596,0
1997-09-08,14.420000,14.420000,14.420000,14.420000,9.091813,0
1997-09-09,14.450000,14.450000,14.450000,14.450000,9.110728,0
1997-09-10,14.230000,14.230000,14.230000,14.230000,8.972019,0
1997-09-11,14.130000,14.130000,14.130000,14.130000,8.908969,0
1997-09-12,14.310000,14.310000,14.310000,14.310000,9.022457,0
1997-09-15,14.240000,14.240000,14.240000,14.240000,8.978323,0
1997-09-16,14.650000,14.650000,14.650000,14.650000,9.236829,0
1997-09-17,14.610000,14.610000,14.610000,14.610000,9.211611,0
1997-09-18,14.680000,14.680000,14.680000,14.680000,9.255743,0
1997-09-19,14.730000,14.730000,14.730000,14.730000,9.287267,0
1997-09-22,14.800000,14.800000,14.800000,14.800000,9.331404,0
1997-09-23,14.750000,14.750000,14.750000,14.750000,9.299876,0
1997-09-24,14.630000,14.630000,14.630000,14.630000,9.224219,0
1997-09-25,14.530000,14.530000,14.530000,14.530000,9.161170,0
1997-09-26,14.650000,14.650000,14.650000,14.650000,9.236829,0
1997-09-29,14.770000,14.770000,14.770000,14.770000,9.312489,0
1997-09-30,14.680000,14.680000,14.680000,14.680000,9.255743,0
1997-10-01,14.810000,14.810000,14.810000,14.810000,9.337709,0
1997-10-02,14.890000,14.890000,14.890000,14.890000,9.388147,0
1997-10-03,14.960000,14.960000,14.960000,14.960000,9.432283,0
1997-10-06,15.080000,15.080000,15.080000,15.080000,9.507944,0
1997-10-07,15.240000,15.240000,15.240000,15.240000,9.608826,0
1997-10-08,15.100000,15.100000,15.100000,15.100000,9.520556,0
1997-10-09,15.050000,15.050000,15.050000,15.050000,9.489029,0
1997-10-10,15.000000,15.000000,15.000000,15.000000,9.457506,0
1997-10-13,15.010000,15.010000,15.010000,15.010000,9.463810,0
1997-10-14,15.050000,15.050000,15.050000,15.050000,9.489029,0
1997-10-15,14.980000,14.980000,14.980000,14.980000,9.444893,0
1997-10-16,14.820000,14.820000,14.820000,14.820000,9.344012,0
1997-10-17,14.640000,14.640000,14.640000,14.640000,9.230525,0
1997-10-20,14.820000,14.820000,14.820000,14.820000,9.344012,0
1997-10-21,15.080000,15.080000,15.080000,15.080000,9.507944,0
1997-10-22,15.020000,15.020000,15.020000,15.020000,9.470113,0
1997-10-23,14.750000,14.750000,14.750000,14.750000,9.299876,0
1997-10-24,14.610000,14.610000,14.610000,14.610000,9.211611,0
1997-10-27,13.610000,13.610000,13.610000,13.610000,8.581107,0
1997-10-28,14.300000,14.300000,14.300000,14.300000,9.016155,0
1997-10-29,14.260000,14.260000,14.260000,14.260000,8.990932,0
1997-10-30,14.030000,14.030000,14.030000,14.030000,8.845920,0
1997-10-31,14.190000,14.190000,14.190000,14.190000,8.946797,0
1997-11-03,14.570000,14.570000,14.570000,14.570000,9.186389,0
1997-11-04,14.600000,14.600000,14.600000,14.600000,9.205305,0
1997-11-05,14.630000,14.630000,14.630000,14.630000,9.224219,0
1997-11-06,14.560000,14.560000,14.560000,14.560000,9.180084,0
1997-11-07,14.400000,14.400000,14.400000,14.400000,9.079205,0
1997-11-10,14.300000,14.300000,14.300000,14.300000,9.016155,0
1997-11-11,14.340000,14.340000,14.340000,14.340000,9.041373,0
1997-11-12,14.070000,14.070000,14.070000,14.070000,8.871140,0
1997-11-13,14.230000,14.230000,14.230000,14.230000,8.972019,0
1997-11-14,14.420000,14.420000,14.420000,14.420000,9.091813,0
1997-11-17,14.690000,14.690000,14.690000,14.690000,9.262048,0
1997-11-18,14.570000,14.570000,14.570000,14.570000,9.186389,0
1997-11-19,14.670000,14.670000,14.670000,14.670000,9.249437,0
1997-11-20,14.890000,14.890000,14.890000,14.890000,9.388147,0
1997-11-21,14.960000,14.960000,14.960000,14.960000,9.432283,0
1997-11-24,14.700000,14.700000,14.700000,14.700000,9.268355,0
1997-11-25,14.770000,14.770000,14.770000,14.770000,9.312489,0
1997-11-26,14.780000,14.780000,14.780000,14.780000,9.318794,0
1997-11-28,14.840000,14.840000,14.840000,14.840000,9.356624,0
1997-12-01,15.140000,15.140000,15.140000,15.140000,9.545774,0
1997-12-02,15.090000,15.090000,15.090000,15.090000,9.514247,0
1997-12-03,15.180000,15.180000,15.180000,15.180000,9.570995,0
1997-12-04,15.120000,15.120000,15.120000,15.120000,9.533163,0
1997-12-05,15.290000,15.290000,15.290000,15.290000,9.640348,0
1997-12-08,15.260000,15.260000,15.260000,15.260000,9.621434,0
1997-12-09,15.160000,15.160000,15.160000,15.160000,9.558384,0
1997-12-10,15.070000,15.070000,15.070000,15.070000,9.501639,0
1997-12-11,14.850000,14.850000,14.850000,14.850000,9.362929,0
1997-12-12,14.820000,14.820000,14.820000,14.820000,9.344012,0
1997-12-15,14.980000,14.980000,14.980000,14.980000,9.444893,0
1997-12-16,15.050000,15.050000,15.050000,15.050000,9.489029,0
1997-12-17,15.010000,15.010000,15.010000,15.010000,9.463810,0
1997-12-18,14.850000,14.850000,14.850000,14.850000,9.362929,0
1997-12-19,14.720000,14.720000,14.720000,14.720000,9.280966,0
1997-12-22,14.830000,14.830000,14.830000,14.830000,9.350319,0
1997-12-23,14.600000,14.600000,14.600000,14.600000,9.205305,0
1997-12-24,14.500000,14.500000,14.500000,14.500000,9.142251,0
1997-12-26,14.420000,14.420000,14.420000,14.420000,9.182370,0
1997-12-29,14.680000,14.680000,14.680000,14.680000,9.347933,0
1997-12-30,14.950000,14.950000,14.950000,14.950000,9.519865,0
1997-12-31,14.950000,14.950000,14.950000,14.950000,9.519865,0
1998-01-02,15.020000,15.020000,15.020000,15.020000,9.564438,0
1998-01-05,15.050000,15.050000,15.050000,15.050000,9.583542,0
1998-01-06,14.890000,14.890000,14.890000,14.890000,9.481656,0
1998-01-07,14.850000,14.850000,14.850000,14.850000,9.456186,0
1998-01-08,14.730000,14.730000,14.730000,14.730000,9.379770,0
1998-01-09,14.290000,14.290000,14.290000,14.290000,9.099589,0
1998-01-12,14.470000,14.470000,14.470000,14.470000,9.214211,0
1998-01-13,14.670000,14.670000,14.670000,14.670000,9.341564,0
1998-01-14,14.760000,14.760000,14.760000,14.760000,9.398876,0
1998-01-15,14.650000,14.650000,14.650000,14.650000,9.328830,0
1998-01-16,14.820000,14.820000,14.820000,14.820000,9.437081,0
1998-01-20,15.080000,15.080000,15.080000,15.080000,9.602646,0
1998-01-21,14.960000,14.960000,14.960000,14.960000,9.526232,0
1998-01-22,14.840000,14.840000,14.840000,14.840000,9.449818,0
1998-01-23,14.760000,14.760000,14.760000,14.760000,9.398876,0
1998-01-26,14.750000,14.750000,14.750000,14.750000,9.392506,0
1998-01-27,14.930000,14.930000,14.930000,14.930000,9.507130,0
1998-01-28,15.070000,15.070000,15.070000,15.070000,9.596278,0
1998-01-29,15.190000,15.190000,15.190000,15.190000,9.672689,0
1998-01-30,15.110000,15.110000,15.110000,15.110000,9.621749,0
1998-02-02,15.430000,15.430000,15.430000,15.430000,9.825520,0
1998-02-03,15.510000,15.510000,15.510000,15.510000,9.876461,0
1998-02-04,15.520000,15.520000,15.520000,15.520000,9.882828,0
1998-02-05,15.470000,15.470000,15.470000,15.470000,9.850988,0
1998-02-06,15.610000,15.610000,15.610000,15.610000,9.940138,0
1998-02-09,15.590000,15.590000,15.590000,15.590000,9.927404,0
1998-02-10,15.720000,15.720000,15.720000,15.720000,10.010185,0
1998-02-11,15.730000,15.730000,15.730000,15.730000,10.016552,0
1998-02-12,15.800000,15.800000,15.800000,15.800000,10.061130,0
1998-02-13,15.740000,15.740000,15.740000,15.740000,10.022923,0
1998-02-17,15.780000,15.780000,15.780000,15.780000,10.048392,0
1998-02-18,15.930000,15.930000,15.930000,15.930000,10.143909,0
1998-02-19,15.870000,15.870000,15.870000,15.870000,10.105701,0
1998-02-20,15.960000,15.960000,15.960000,15.960000,10.163012,0
1998-02-23,16.020000,16.020000,16.020000,16.020000,10.201219,0
1998-02-24,15.900000,15.900000,15.900000,15.900000,10.124804,0
1998-02-25,16.100000,16.100000,16.100000,16.100000,10.252164,0
1998-02-26,16.100000,16.100000,16.100000,16.100000,10.252164,0
1998-02-27,16.200001,16.200001,16.200001,16.200001,10.315841,0
1998-03-02,16.170000,16.170000,16.170000,16.170000,10.296738,0
1998-03-03,16.240000,16.240000,16.240000,16.240000,10.341312,0
1998-03-04,16.170000,16.170000,16.170000,16.170000,10.296738,0
1998-03-05,15.980000,15.980000,15.980000,15.980000,10.175748,0
1998-03-06,16.299999,16.299999,16.299999,16.299999,10.379515,0
1998-03-09,16.250000,16.250000,16.250000,16.250000,10.347678,0
1998-03-10,16.440001,16.440001,16.440001,16.440001,10.468667,0
1998-03-11,16.500000,16.500000,16.500000,16.500000,10.506873,0
1998-03-12,16.530001,16.530001,16.530001,16.530001,10.525980,0
1998-03-13,16.510000,16.510000,16.510000,16.510000,10.513242,0
1998-03-16,16.670000,16.670000,16.670000,16.670000,10.615129,0
1998-03-17,16.690001,16.690001,16.690001,16.690001,10.627863,0
1998-03-18,16.770000,16.770000,16.770000,16.770000,10.678805,0
1998-03-19,16.840000,16.840000,16.840000,16.840000,10.723378,0
1998-03-20,16.980000,16.980000,16.980000,16.980000,10.812527,0
1998-03-23,16.920000,16.920000,16.920000,16.920000,10.774322,0
1998-03-24,17.080000,17.080000,17.080000,17.080000,10.876207,0
1998-03-25,17.020000,17.020000,17.020000,17.020000,10.837997,0
1998-03-26,17.010000,17.010000,17.010000,17.010000,10.831632,0
1998-03-27,16.930000,16.930000,16.930000,16.930000,10.780687,0
1998-03-30,16.900000,16.900000,16.900000,16.900000,10.761587,0
1998-03-31,17.020000,17.020000,17.020000,17.020000,10.837997,0
1998-04-01,17.120001,17.120001,17.120001,17.120001,10.901678,0
1998-04-02,17.309999,17.309999,17.309999,17.309999,11.022667,0
1998-04-03,17.350000,17.350000,17.350000,17.350000,11.048137,0
1998-04-06,17.330000,17.330000,17.330000,17.330000,11.035402,0
1998-04-07,17.150000,17.150000,17.150000,17.150000,10.920779,0
1998-04-08,17.030001,17.030001,17.030001,17.030001,10.844369,0
1998-04-09,17.170000,17.170000,17.170000,17.170000,10.933517,0
1998-04-13,17.150000,17.150000,17.150000,17.150000,10.920779,0
1998-04-14,17.250000,17.250000,17.250000,17.250000,10.984460,0
1998-04-15,17.299999,17.299999,17.299999,17.299999,11.016296,0
1998-04-16,17.129999,17.129999,17.129999,17.129999,10.908046,0
1998-04-17,17.350000,17.350000,17.350000,17.350000,11.048137,0
1998-04-20,17.370001,17.370001,17.370001,17.370001,11.060873,0
1998-04-21,17.410000,17.410000,17.410000,17.410000,11.086344,0
1998-04-22,17.469999,17.469999,17.469999,17.469999,11.124553,0
1998-04-23,17.299999,17.299999,17.299999,17.299999,11.016296,0
1998-04-24,17.120001,17.120001,17.120001,17.120001,10.901678,0
1998-04-27,16.790001,16.790001,16.790001,16.790001,10.691540,0
1998-04-28,16.770000,16.770000,16.770000,16.770000,10.678805,0
1998-04-29,16.920000,16.920000,16.920000,16.920000,10.774322,0
1998-04-30,17.190001,17.190001,17.190001,17.190001,10.946251,0
1998-05-01,17.330000,17.330000,17.330000,17.330000,11.035402,0
1998-05-04,17.350000,17.350000,17.350000,17.350000,11.048137,0
1998-05-05,17.250000,17.250000,17.250000,17.250000,10.984460,0
1998-05-06,17.090000,17.090000,17.090000,17.090000,10.882572,0
1998-05-07,16.940001,16.940001,16.940001,16.940001,10.787057,0
1998-05-08,17.139999,17.139999,17.139999,17.139999,10.914412,0
1998-05-11,17.120001,17.120001,17.120001,17.120001,10.901678,0
1998-05-12,17.260000,17.260000,17.260000,17.260000,10.990829,0
1998-05-13,17.309999,17.309999,17.309999,17.309999,11.022667,0
1998-05-14,17.290001,17.290001,17.290001,17.290001,11.009933,0
1998-05-15,17.160000,17.160000,17.160000,17.160000,10.927150,0
1998-05-18,17.120001,17.120001,17.120001,17.120001,10.901678,0
1998-05-19,17.170000,17.170000,17.170000,17.170000,10.933517,0
1998-05-20,17.320000,17.320000,17.320000,17.320000,11.029033,0
1998-05-21,17.250000,17.250000,17.250000,17.250000,10.984460,0
1998-05-22,17.190001,17.190001,17.190001,17.190001,10.946251,0
1998-05-26,16.940001,16.940001,16.940001,16.940001,10.787057,0
1998-05-27,16.910000,16.910000,16.910000,16.910000,10.767952,0
1998-05-28,16.990000,16.990000,16.990000,16.990000,10.818896,0
1998-05-29,16.889999,16.889999,16.889999,16.889999,10.755219,0
1998-06-01,16.900000,16.900000,16.900000,16.900000,10.761587,0
1998-06-02,16.930000,16.930000,16.930000,16.930000,10.780687,0
1998-06-03,16.770000,16.770000,16.770000,16.770000,10.678805,0
1998-06-04,16.959999,16.959999,16.959999,16.959999,10.799790,0
1998-06-05,17.250000,17.250000,17.250000,17.250000,10.984460,0
1998-06-08,17.280001,17.280001,17.280001,17.280001,11.003563,0
1998-06-09,17.320000,17.320000,17.320000,17.320000,11.029033,0
1998-06-10,17.230000,17.230000,17.230000,17.230000,10.971723,0
1998-06-11,16.959999,16.959999,16.959999,16.959999,10.799790,0
1998-06-12,17.030001,17.030001,17.030001,17.030001,10.844369,0
1998-06-15,16.690001,16.690001,16.690001,16.690001,10.627863,0
1998-06-16,16.850000,16.850000,16.850000,16.850000,10.729750,0
1998-06-17,17.160000,17.160000,17.160000,17.160000,10.927150,0
1998-06-18,17.139999,17.139999,17.139999,17.139999,10.914412,0
1998-06-19,17.059999,17.059999,17.059999,17.059999,10.863471,0
1998-06-22,17.100000,17.100000,17.100000,17.100000,10.888944,0
1998-06-23,17.350000,17.350000,17.350000,17.350000,11.048137,0
1998-06-24,17.559999,17.559999,17.559999,17.559999,11.181861,0
1998-06-25,17.500000,17.500000,17.500000,17.500000,11.143654,0
1998-06-26,17.559999,17.559999,17.559999,17.559999,11.181861,0
1998-06-29,17.650000,17.650000,17.650000,17.650000,11.239172,0
1998-06-30,17.570000,17.570000,17.570000,17.570000,11.188230,0
1998-07-01,17.799999,17.799999,17.799999,17.799999,11.334685,0
1998-07-02,17.770000,17.770000,17.770000,17.770000,11.315587,0
1998-07-06,17.940001,17.940001,17.940001,17.940001,11.423837,0
1998-07-07,17.900000,17.900000,17.900000,17.900000,11.398367,0
1998-07-08,18.090000,18.090000,18.090000,18.090000,11.519357,0
1998-07-09,17.969999,17.969999,17.969999,17.969999,11.442939,0
1998-07-10,18.059999,18.059999,18.059999,18.059999,11.500250,0
1998-07-13,18.070000,18.070000,18.070000,18.070000,11.506618,0
1998-07-14,18.260000,18.260000,18.260000,18.260000,11.627609,0
1998-07-15,18.219999,18.219999,18.219999,18.219999,11.602138,0
1998-07-16,18.360001,18.360001,18.360001,18.360001,11.691285,0
1998-07-17,18.400000,18.400000,18.400000,18.400000,11.716758,0
1998-07-20,18.360001,18.360001,18.360001,18.360001,11.691285,0
1998-07-21,18.070000,18.070000,18.070000,18.070000,11.506618,0
1998-07-22,18.049999,18.049999,18.049999,18.049999,11.493884,0
1998-07-23,17.680000,17.680000,17.680000,17.680000,11.258275,0
1998-07-24,17.690001,17.690001,17.690001,17.690001,11.264643,0
1998-07-27,17.790001,17.790001,17.790001,17.790001,11.328321,0
1998-07-28,17.530001,17.530001,17.530001,17.530001,11.162759,0
1998-07-29,17.450001,17.450001,17.450001,17.450001,11.111816,0
1998-07-30,17.730000,17.730000,17.730000,17.730000,11.290113,0
1998-07-31,17.379999,17.379999,17.379999,17.379999,11.067239,0
1998-08-03,17.260000,17.260000,17.260000,17.260000,10.990829,0
1998-08-04,16.629999,16.629999,16.629999,16.629999,10.589657,0
1998-08-05,16.780001,16.780001,16.780001,16.780001,10.685174,0
1998-08-06,16.910000,16.910000,16.910000,16.910000,10.767952,0
1998-08-07,16.900000,16.900000,16.900000,16.900000,10.761587,0
1998-08-10,16.809999,16.809999,16.809999,16.809999,10.704278,0
1998-08-11,16.590000,16.590000,16.590000,16.590000,10.564185,0
1998-08-12,16.830000,16.830000,16.830000,16.830000,10.717011,0
1998-08-13,16.690001,16.690001,16.690001,16.690001,10.627863,0
1998-08-14,16.500000,16.500000,16.500000,16.500000,10.506873,0
1998-08-17,16.820000,16.820000,16.820000,16.820000,10.710644,0
1998-08-18,17.100000,17.100000,17.100000,17.100000,10.888944,0
1998-08-19,17.049999,17.049999,17.049999,17.049999,10.857102,0
1998-08-20,16.950001,16.950001,16.950001,16.950001,10.793427,0
1998-08-21,16.790001,16.790001,16.790001,16.790001,10.691540,0
1998-08-24,16.900000,16.900000,16.900000,16.900000,10.761587,0
1998-08-25,16.969999,16.969999,16.969999,16.969999,10.806159,0
1998-08-26,16.840000,16.840000,16.840000,16.840000,10.723378,0
1998-08-27,16.190001,16.190001,16.190001,16.190001,10.309473,0
1998-08-28,15.960000,15.960000,15.960000,15.960000,10.163012,0
1998-08-31,14.870000,14.870000,14.870000,14.870000,9.468922,0
1998-09-01,15.450000,15.450000,15.450000,15.450000,9.838255,0
1998-09-02,15.390000,15.390000,15.390000,15.390000,9.800048,0
1998-09-03,15.260000,15.260000,15.260000,15.260000,9.717266,0
1998-09-04,15.130000,15.130000,15.130000,15.130000,9.634485,0
1998-09-08,15.900000,15.900000,15.900000,15.900000,10.124804,0
1998-09-09,15.630000,15.630000,15.630000,15.630000,9.952876,0
1998-09-10,15.230000,15.230000,15.230000,15.230000,9.698162,0
1998-09-11,15.680000,15.680000,15.680000,15.680000,9.984713,0
1998-09-14,16.010000,16.010000,16.010000,16.010000,10.194853,0
1998-09-15,16.129999,16.129999,16.129999,16.129999,10.271265,0
1998-09-16,16.250000,16.250000,16.250000,16.250000,10.347678,0
1998-09-17,15.840000,15.840000,15.840000,15.840000,10.086597,0
1998-09-18,15.860000,15.860000,15.860000,15.860000,10.099334,0
1998-09-21,15.920000,15.920000,15.920000,15.920000,10.137542,0
1998-09-22,16.010000,16.010000,16.010000,16.010000,10.194853,0
1998-09-23,16.580000,16.580000,16.580000,16.580000,10.557817,0
1998-09-24,16.209999,16.209999,16.209999,16.209999,10.322207,0
1998-09-25,16.240000,16.240000,16.240000,16.240000,10.341312,0
1998-09-28,16.309999,16.309999,16.309999,16.309999,10.385885,0
1998-09-29,16.309999,16.309999,16.309999,16.309999,10.385885,0
1998-09-30,15.820000,15.820000,15.820000,15.820000,10.073865,0
1998-10-01,15.340000,15.340000,15.340000,15.340000,9.768206,0
1998-10-02,15.600000,15.600000,15.600000,15.600000,9.933773,0
1998-10-05,15.380000,15.380000,15.380000,15.380000,9.793679,0
1998-10-06,15.320000,15.320000,15.320000,15.320000,9.755473,0
1998-10-07,15.100000,15.100000,15.100000,15.100000,9.615384,0
1998-10-08,14.930000,14.930000,14.930000,14.930000,9.507130,0
1998-10-09,15.320000,15.320000,15.320000,15.320000,9.755473,0
1998-10-12,15.520000,15.520000,15.520000,15.520000,9.882828,0
1998-10-13,15.480000,15.480000,15.480000,15.480000,9.857359,0
1998-10-14,15.650000,15.650000,15.650000,15.650000,9.965609,0
1998-10-15,16.299999,16.299999,16.299999,16.299999,10.379515,0
1998-10-16,16.440001,16.440001,16.440001,16.440001,10.468667,0
1998-10-19,16.530001,16.530001,16.530001,16.530001,10.525980,0
1998-10-20,16.549999,16.549999,16.549999,16.549999,10.538709,0
1998-10-21,16.639999,16.639999,16.639999,16.639999,10.596022,0
1998-10-22,16.770000,16.770000,16.770000,16.770000,10.678805,0
1998-10-23,16.650000,16.650000,16.650000,16.650000,10.602390,0
1998-10-26,16.680000,16.680000,16.680000,16.680000,10.621494,0
1998-10-27,16.570000,16.570000,16.570000,16.570000,10.551449,0
1998-10-28,16.620001,16.620001,16.620001,16.620001,10.583286,0
1998-10-29,16.900000,16.900000,16.900000,16.900000,10.761587,0
1998-10-30,17.090000,17.090000,17.090000,17.090000,10.882572,0
1998-11-02,17.299999,17.299999,17.299999,17.299999,11.016296,0
1998-11-03,17.219999,17.219999,17.219999,17.219999,10.965356,0
1998-11-04,17.410000,17.410000,17.410000,17.410000,11.086344,0
1998-11-05,17.650000,17.650000,17.650000,17.650000,11.239172,0
1998-11-06,17.760000,17.760000,17.760000,17.760000,11.309215,0
1998-11-09,17.590000,17.590000,17.590000,17.590000,11.200964,0
1998-11-10,17.570000,17.570000,17.570000,17.570000,11.188230,0
1998-11-11,17.450001,17.450001,17.450001,17.450001,11.111816,0
1998-11-12,17.400000,17.400000,17.400000,17.400000,11.079978,0
1998-11-13,17.530001,17.530001,17.530001,17.530001,11.162759,0
1998-11-16,17.690001,17.690001,17.690001,17.690001,11.264643,0
1998-11-17,17.740000,17.740000,17.740000,17.740000,11.296483,0
1998-11-18,17.820000,17.820000,17.820000,17.820000,11.347423,0
1998-11-19,17.950001,17.950001,17.950001,17.950001,11.430208,0
1998-11-20,18.120001,18.120001,18.120001,18.120001,11.538457,0
1998-11-23,18.500000,18.500000,18.500000,18.500000,11.780436,0
1998-11-24,18.420000,18.420000,18.420000,18.420000,11.729493,0
1998-11-25,18.490000,18.490000,18.490000,18.490000,11.774066,0
1998-11-27,18.570000,18.570000,18.570000,18.570000,11.825010,0
1998-11-30,18.129999,18.129999,18.129999,18.129999,11.544827,0
1998-12-01,18.309999,18.309999,18.309999,18.309999,11.659446,0
1998-12-02,18.250000,18.250000,18.250000,18.250000,11.621239,0
1998-12-03,17.920000,17.920000,17.920000,17.920000,11.411103,0
1998-12-04,18.340000,18.340000,18.340000,18.340000,11.678552,0
1998-12-07,18.510000,18.510000,18.510000,18.510000,11.786800,0
1998-12-08,18.410000,18.410000,18.410000,18.410000,11.723126,0
1998-12-09,18.440001,18.440001,18.440001,18.440001,11.742227,0
1998-12-10,18.160000,18.160000,18.160000,18.160000,11.563931,0
1998-12-11,18.180000,18.180000,18.180000,18.180000,11.576665,0
1998-12-14,17.790001,17.790001,17.790001,17.790001,11.328321,0
1998-12-15,18.129999,18.129999,18.129999,18.129999,11.544827,0
1998-12-16,18.110001,18.110001,18.110001,18.110001,11.532091,0
1998-12-17,18.400000,18.400000,18.400000,18.400000,11.716758,0
1998-12-18,18.340000,18.340000,18.340000,18.340000,11.791986,0
1998-12-21,18.570000,18.570000,18.570000,18.570000,11.939865,0
1998-12-22,18.590000,18.590000,18.590000,18.590000,11.952726,0
1998-12-23,18.969999,18.969999,18.969999,18.969999,12.197052,0
1998-12-24,18.940001,18.940001,18.940001,18.940001,12.177764,0
1998-12-28,18.920000,18.920000,18.920000,18.920000,12.164903,0
1998-12-29,19.180000,19.180000,19.180000,19.180000,12.332073,0
1998-12-30,19.030001,19.030001,19.030001,19.030001,12.235631,0
1998-12-31,18.990000,18.990000,18.990000,18.990000,12.209911,0
1999-01-04,18.969999,18.969999,18.969999,18.969999,12.197052,0
